Name,Current price,Change(%),Open,High,Low,Volume
PIONEER POWER SOLUTIONS INC.,4.34,19.23,3.64,4.39,3.63,265083
GOLDEN ENTERTAINMENT INC.,42.55,1.02,42.0,42.73,42.0,264819
MAXCYTE INC.,4.89,12.98,4.99,5.01,4.84,264276
INSIGHT ENTERPRISES INC.,143.72,0.24,143.61,144.34,143.21,264221
ALAUNOS THERAPEUTICS INC.,0.579,13.5,0.592,0.6,0.56,263336
GENERATION BIO CO.,4.3,3.12,4.15,4.32,4.0,263149
CALAMOS CONVERTIBLE AND HIGH,10.9,2.35,10.73,10.9,10.67,263039
THE NFT GAMING CO.,1.14,117.39,1.36,1.38,1.11,262714
JUPITER WELLNESS INC.,0.45,2.98,0.421,0.472,0.42,262432
ALTAIR ENGINEERING INC.,71.56,1.81,69.54,71.6,69.34,262234
HAMILTON LANE INC.,70.58,10.41,70.46,71.51,70.29,261973
SURO CAPITAL,3.76,1.9,3.67,3.78,3.63,261903
U.S. GOLD CORP.,5.23,19.2,5.78,5.85,5.15,261886
STAAR SURGICAL CO.,63.37,1.42,61.78,63.5,60.79,261370
MERUS N.V.,18.55,1.2,18.29,18.71,17.87,260903
TERNS PHARMACEUTICALS INC.,11.95,3.73,11.54,12.02,11.34,259271
CHARGE ENTERPRISES INC.,1.08,1.89,1.07,1.1,1.03,259130
COMPUGEN,0.63,14.55,0.66,0.66,0.6,257470
POWER INTEGRATIONS INC.,80.25,2.54,77.4,80.46,77.23,256950
KALVISTA PHARMACEUTICALS INC.,8.19,2.63,7.96,8.19,7.67,256943
E.W. SCRIPPS CO.,9.0,2.27,8.73,9.14,8.69,256887
IMMERSION CORP.,8.52,1.67,8.35,8.56,8.29,256711
SHOE CARNIVAL INC.,25.8,1.98,25.17,25.82,25.01,255780
ACACIA RESEARCH,3.87,2.93,3.74,3.91,3.73,254715
CURIS INC.,0.649,6.39,0.62,0.655,0.6,253900
AMERICAN LITHIUM,2.05,1.99,1.98,2.08,1.96,253854
PROGRESS SOFTWARE,54.22,11.17,54.63,54.63,53.68,253170
VERRICA PHARMACEUTICALS INC.,6.02,10.33,5.99,6.13,5.85,252567
SCIENCE 37 HOLDINGS INC.,0.293,14.87,0.308,0.31,0.29,251843
CASELLA WASTE SYSTEMS INC.,83.55,2.14,81.35,83.6,81.01,250544
ACCRETION ACQUISITION,0.11,10.0,0.11,0.11,0.11,250000
EHEALTH INC.,9.2,2.91,8.9,9.23,8.9,249915
CALAMOS GLOBAL DYNAMIC,5.99,0.84,5.94,6.0,5.93,249048
THE9 LTD.,0.834,9.74,0.77,0.88,0.76,248641
SI-BONE INC.,19.79,1.59,19.42,19.83,19.13,248640
HESAI GROUP ADS,12.52,2.88,12.25,12.79,11.87,248626
REPLIGEN CORP.,165.44,1.91,161.08,166.0,159.33,248476
APOGEE ENTERPRISES INC.,42.32,0.31,42.19,42.76,41.83,248097
RAIN ONCOLOGY INC.,8.07,4.67,7.56,8.25,7.5,247915
TECH AND ENERGY TRANSITION,10.17,0.0,10.17,10.18,10.17,247686
CLEAN ENERGY TECHNOLOGIES INC.,2.66,113.64,2.89,2.92,2.55,246417
CHEMBIO DIAGNOSTICS INC.,0.45,0.0,0.44,0.45,0.44,246012
ATHERSYS INC.,0.978,0.83,1.04,1.06,0.94,245793
STEPSTONE GROUP INC.,22.96,10.17,22.85,23.17,22.72,245704
908 DEVICES INC.,8.44,10.47,8.36,8.57,8.19,244962
SCREAMING EAGLE ACQUISITION,10.18,0.0,10.18,10.18,10.17,244246
VIVOS THERAPEUTICS INC.,0.31,15.78,0.33,0.33,0.3,244089
EVERCOMMERCE INC.,10.71,3.88,10.28,10.74,9.52,244019
RECON TECHNOLOGY,0.33,15.44,0.339,0.37,0.33,243875
TAYSHA GENE THERAPIES INC.,0.665,10.75,0.699,0.699,0.65,243732
ALKAMI TECHNOLOGY INC.,12.23,11.29,12.27,12.34,12.0,243422
KURA SUSHI USA INC.,57.03,2.76,55.21,57.7,54.0,243049
OTONOMO TECHNOLOGIES,0.38,12.56,0.39,0.39,0.37,242827
KOPIN CORP.,1.05,3.96,1.0,1.06,0.98,242175
RENASANT CORP.,30.09,0.67,29.86,30.51,29.59,242139
CABALETTA BIO INC.,8.14,3.56,7.83,8.21,7.48,241797
CBL INTERNATIONAL,14.35,22.02,12.38,14.77,12.15,241279
BLACKROCK TCP CAPITAL,10.08,11.18,10.22,10.32,9.9,241016
SANDY SPRING BANCORP INC.,25.18,1.33,24.89,25.33,24.74,240344
SEACHANGE INTERNATIONAL INC.,0.46,12.13,0.446,0.476,0.44,239724
CORSAIR GAMING INC.,17.78,0.62,17.52,17.89,17.37,239568
CECO ENVIRONMENTAL,13.03,3.41,12.6,13.23,12.5,239482
LANDSTAR SYSTEM INC.,177.88,2.35,172.62,177.95,171.46,239232
VICTORY CAPITAL HLD.,29.3,1.7,28.78,29.75,28.78,239183
DERMTECH INC.,3.68,12.9,3.78,3.78,3.55,239034
ANGIODYNAMICS INC.,9.37,11.58,9.47,9.56,9.33,238876
FIRST BANCORP,34.71,0.03,34.38,35.08,34.11,238470
CUMULUS MEDIA INC.,3.65,6.73,3.43,3.65,3.4,237857
OCEANPAL INC.,0.332,0.3,0.34,0.34,0.331,237466
RUTH S HOSPITALITY GROUP INC.,16.3,1.12,16.05,16.51,16.02,237426
REE AUTOMOTIVE,0.331,0.3,0.319,0.35,0.313,236555
ORIGIN BANCORP INC.,32.01,0.28,31.66,32.19,31.59,236216
LAMAR ADVERTISING CO.,99.78,1.8,97.9,99.8,97.44,235973
SCHNITZER STEEL INDUSTRIES,30.46,3.82,29.28,30.63,29.28,235838
NLIGHT INC.,9.46,10.53,9.48,9.53,9.28,235520
VEECO INSTRUMENTS INC.,20.14,2.49,19.54,20.17,19.52,234758
ESPORTS ENTERTAINMENT GROUP,2.33,3.56,2.29,2.53,2.08,234522
AUTOLUS THERAPEUTICS PLC ADS,1.78,12.2,1.8,1.8,1.76,234382
SMITH MICRO SOFTWARE INC.,1.1,0.92,1.07,1.1,1.06,234109
EBET INC.,0.365,12.93,0.382,0.382,0.355,233511
ORAMED PHARMACEUTICALS INC.,2.15,10.92,2.14,2.17,2.13,233451
ONDAS HOLDINGS INC.,0.992,3.33,0.967,1.035,0.93,233046
ANAPTYSBIO INC.,21.48,0.33,21.47,21.59,20.74,232880
SCPHARMACEUTICALS INC.,9.21,10.11,9.29,9.59,9.1,231247
CALAMOS STRATEGIC TOT RTN.,13.9,0.58,13.93,13.93,13.74,230912
KULICKE AND SOFFA INDUSTRIES,50.4,1.84,48.9,50.43,48.9,230911
OTTER TAIL CORP.,71.81,1.99,69.81,72.07,69.81,230711
CAESARSTONE,3.82,0.26,3.85,3.95,3.77,230023
WOODWARD INC.,94.12,0.89,92.81,94.91,92.81,229750
WESTAMERICA BANCORP.,41.81,10.88,42.0,42.68,41.74,229455
NBT BANCORP INC.,33.46,1.06,32.91,33.81,32.91,229271
ZIFF DAVIS INC.,77.33,0.82,76.02,77.51,75.83,228916
PRIME MEDICINE INC.,12.3,2.67,12.28,12.53,11.55,228646
EYEPOINT PHARMACEUTICALS INC.,3.32,1.84,3.25,3.37,3.22,227637
UNIVERSAL DISPLAY,151.48,0.89,149.2,151.65,148.05,227484
LAKELAND FINANCIAL,60.07,0.05,59.57,60.2,59.03,226773
CHARLES & COLVARD,1.16,10.85,1.17,1.23,1.1,226739
KRYSTAL BIOTECH INC.,82.07,12.75,84.73,84.82,79.82,226531
COGENT COMMUNICATIONS HLD.,65.22,0.87,64.27,65.33,64.14,226204
DENALI CAPITAL ACQUISITION,10.53,10.09,10.53,10.53,10.52,225880
GLORY STAR NEW MEDIA GROUP HLD.,0.655,10.91,0.661,0.678,0.621,225512
BENITEC BIOPHARMA INC.,0.22,4.76,0.21,0.22,0.206,225322
EVELO BIOSCIENCES INC.,0.217,17.3,0.19,0.217,0.185,224863
ATRECA INC.,0.96,14.95,1.01,1.03,0.91,224766
TELESIS BIO INC.,2.5,19.75,2.71,2.71,2.46,224383
ALARM.COM HOLDINGS INC.,49.16,0.66,48.25,49.18,47.96,223335
ADVANCED ENERGY INDUSTRIES,91.64,1.68,89.39,91.83,89.39,222137
LINDBLAD EXPEDITIONS HLD.,9.03,3.79,8.6,9.06,8.51,222025
AVENUE THERAPEUTICS INC.,1.23,10.81,1.24,1.3,1.19,221855
GLADSTONE COMMERCIAL,12.44,10.48,12.44,12.56,12.24,221408
LIBERTY BROADBAND,81.13,0.65,80.52,81.76,79.72,220956
S&T BANCORP INC.,30.24,10.36,30.17,30.75,30.14,220511
CONYERS PARK III ACQUISITION,10.1,0.0,10.09,10.11,10.09,220497
DASEKE INC.,7.44,3.62,7.12,7.49,7.12,220493
NEURONETICS INC.,2.44,5.17,2.31,2.49,2.26,219690
TECHTARGET INC.,36.55,1.75,35.71,36.85,35.57,219649
GRAND CANYON EDUCATION INC.,114.9,0.11,114.66,115.46,114.47,219231
ALPINE 4 HOLDINGS INC.,0.478,11.85,0.47,0.49,0.47,218839
ASTRONICS CORP.,14.69,6.68,13.8,14.73,13.8,218384
SUN COUNTRY AIRLINES HLD.,19.98,1.16,19.79,20.12,19.61,217819
CONN S INC.,5.36,1.9,5.2,5.47,5.2,217464
KORNIT DIGITAL,17.91,1.47,17.51,17.95,17.32,217305
GREAT ELM GROUP INC.,2.25,2.74,2.2,2.29,2.2,216998
ATOMERA INC.,5.66,14.23,5.78,5.8,5.45,216646
AVALO THERAPEUTICS INC.,2.38,30.77,1.81,2.65,1.81,215472
RESOURCES CONNECTION INC.,15.89,1.15,15.63,16.08,15.61,214103
VOR BIOPHARMA INC.,5.13,10.39,5.1,5.31,5.0,213970
NORDSON CORP.,213.58,1.7,210.55,213.87,208.97,213887
SKYWARD SPECIALTY INSURANCE GROUP,20.76,0.34,20.61,23.25,19.74,213736
CARTESIAN GROWTH,10.5,0.19,10.48,10.5,10.48,213075
HARBORONE BANCORP INC.,12.21,10.65,12.24,12.38,12.18,212706
PAYLOCITY HOLDING,189.9,1.22,184.75,190.13,182.27,212658
ATOSSA THERAPEUTICS INC.,0.706,12.49,0.72,0.73,0.69,212546
HYPERFINE INC.,1.42,15.96,1.56,1.56,1.39,212426
DESIGN THERAPEUTICS INC.,5.2,14.24,5.45,5.45,5.18,212386
THE CHEFS WAREHOUSE INC.,34.21,2.0,33.52,34.31,33.48,212259
PULMONX CORP.,10.99,11.87,11.12,11.19,10.77,212159
BRAINSTORM CELL THERAPEUTICS,2.85,1.42,2.74,2.93,2.68,212036
OPTINOSE INC.,1.85,10.54,1.85,1.9,1.78,211609
TOWER SEMICONDUCTOR,41.92,10.19,42.0,42.0,41.78,211257
FIRSTCASH HOLDINGS INC.,95.6,2.51,92.86,95.77,92.85,211250
YS BIOPHARMA CO.,1.59,10.62,1.65,1.67,1.53,211233
BICYCLE THERAPEUTICS PLC ADS,21.21,14.55,22.22,22.57,20.53,210560
IMEDIA BRANDS INC.,0.48,14.0,0.52,0.525,0.48,210400
FLUSHING FINANCIAL,14.35,10.62,14.4,14.61,14.18,210257
GROM SOCIAL ENTERPRISES INC.,0.641,2.07,0.609,0.659,0.6,209631
GEOVAX LABS INC.,0.698,13.32,0.74,0.75,0.69,209351
INTERDIGITAL INC.,73.18,0.27,72.82,73.5,72.56,209109
SPARTANNASH COMPANY,24.65,0.08,24.63,24.94,24.52,208934
HORIZON TECHNOLOGY FINANCE,11.42,0.97,11.31,11.5,11.19,208743
EUROPEAN WAX CENTER INC.,19.0,2.59,18.34,19.09,17.84,208430
THE HACKETT GROUP INC.,18.98,2.65,18.58,19.0,18.47,208132
METHANEX CORP.,44.6,1.02,44.2,45.11,44.1,208082
PIERIS PHARMACEUTICALS INC.,0.786,0.77,0.805,0.823,0.75,207232
BLUEJAY DIAGNOSTICS INC.,0.37,17.04,0.37,0.38,0.345,207132
PRICESMART INC.,70.71,0.8,70.16,71.08,69.69,206948
GREENPOWER MOTOR CO.,2.42,9.01,2.32,2.45,2.25,206695
NEOLEUKIN THERAPEUTICS INC.,0.73,4.29,0.7,0.748,0.7,206493
CANTALOUPE INC.,5.54,0.54,5.5,5.6,5.27,206377
TPG INC.,28.23,0.89,27.76,28.35,27.56,205983
BOOKING HOLDINGS INC.,2572.57,10.44,2565.06,2585.08,2552.19,205800
NEWTEKONE INC.,12.85,4.73,12.41,12.98,12.4,205583
BTCS INC.,1.15,110.16,1.26,1.28,1.12,205045
FORTRESS BIOTECH INC.,0.732,0.97,0.73,0.75,0.72,205013
GLADSTONE LAND CORP.,17.01,1.31,16.66,17.04,16.65,204822
CO-DIAGNOSTICS INC.,1.5,2.04,1.5,1.52,1.46,204645
KFORCE INC.,64.04,2.43,62.23,64.24,62.05,204168
IROBOT CORP.,41.68,10.07,41.72,41.88,41.34,203810
BAOZUN INC. ADS,5.22,10.57,5.16,5.27,5.14,203238
LIMINAL BIOSCIENCES INC.,6.72,11.47,6.71,6.96,6.51,203184
OPGEN INC.,1.17,110.69,1.28,1.3,1.16,203108
ALLEGIANT TRAVEL CO.,92.65,2.83,90.1,93.28,90.1,203073
CONNECTONE BANCORP INC.,17.31,10.35,17.35,17.55,17.17,202947
BRP GROUP INC.,25.94,2.49,25.31,25.98,25.2,202529
BLACKBAUD INC.,68.07,0.27,67.72,68.34,67.14,201961
KEROS THERAPEUTICS INC.,38.4,14.33,39.91,40.04,37.7,201845
ITRON INC.,53.6,1.71,52.18,53.78,51.89,201823
HALLADOR ENERGY CO.,9.46,4.99,9.01,9.6,8.94,201820
JAMES RIVER GROUP HLD.,19.96,0.71,19.81,20.19,19.81,201721
THE ANDERSONS INC.,40.13,2.01,39.47,40.2,39.36,201007
STERLING CHECK CORP.,11.09,10.81,11.08,11.2,10.9,200903
PUMA BIOTECHNOLOGY INC,2.93,12.66,3.0,3.0,2.86,200324
ATHIRA PHARMA INC.,2.43,0.83,2.41,2.45,2.36,199859
HOMESTREET INC.,18.51,1.37,18.26,18.81,18.15,199801
MOVELLA HOLDINGS INC.,1.45,5.84,1.4,1.5,1.38,199661
INTER PARFUMS INC.,139.03,0.44,138.0,140.18,137.0,198959
MIDCAP FINANCIAL INVESTMENT,11.06,12.3,11.25,11.32,10.95,198512
INTERNATIONAL BANCSHARES,42.75,1.21,42.11,43.09,42.11,197991
NEXSTAR MEDIA GROUP INC.,176.12,1.83,172.0,177.65,171.94,197975
PERFORMANCE SHIPPING INC.,0.87,4.95,0.83,0.89,0.82,197215
ANTERIX INC.,33.54,11.61,33.95,34.15,33.09,197108
LEXINFINTECH HOLDINGS,2.57,15.17,2.67,2.71,2.53,196122
FLUENT INC.,0.72,14.0,0.75,0.75,0.7,195816
INHIBIKASE THERAPEUTICS INC.,0.535,14.12,0.552,0.56,0.511,194951
TRIUMPH FINANCIAL INC.,56.59,1.58,55.02,56.71,54.34,194709
GENIUS BRANDS INTERNATIONAL,2.87,4.74,2.75,2.89,2.7,194650
WIMI HOLOGRAM CLOUD INC. ADS,1.15,4.55,1.09,1.17,1.07,194028
AERSALE CORP.,17.62,3.77,16.91,17.63,16.73,193995
GENTHERM INC,57.63,1.71,56.44,57.88,56.1,193460
OMNICELL INC.,59.35,1.09,58.07,59.39,57.63,193455
ICON PLC,208.48,0.45,206.47,209.35,204.96,193379
NEXTNAV INC.,1.93,2.66,1.89,1.95,1.83,192443
HARPOON THERAPEUTICS INC.,0.644,10.31,0.69,0.69,0.64,192262
SAVARA INC.,1.72,0.0,1.72,1.82,1.69,192215
MSP RECOVERY INC.,0.73,9.61,0.68,0.8,0.63,192198
DIODES INC.,86.49,2.13,84.21,86.57,84.13,191708
VERTEX INC.,22.39,0.54,22.0,22.4,21.74,191247
TRAVELCENTERS OF AMERICA INC.,86.86,0.36,86.5,86.86,86.5,191083
PERPETUA RESOURCES,4.9,1.24,4.87,4.93,4.76,191066
FREQUENCY THERAPEUTICS INC.,0.464,11.28,0.44,0.48,0.432,190932
INTERNATIONAL MONEY EXPRESS,25.18,1.21,24.9,25.36,24.7,189914
TOWNE BANK,25.86,0.51,25.65,26.12,25.46,189592
ALPINE SUMMIT ENERGY PARTNERS,0.696,1.31,0.71,0.75,0.68,189468
MEDPACE HOLDINGS INC.,190.75,10.09,189.2,192.64,189.2,189111
HANMI FINANCIAL,18.28,10.16,18.21,18.61,18.21,188722
FULGENT GENETICS INC.,31.26,0.9,30.82,31.31,30.48,188667
NATIONAL ENERGY SERVICES REUNITED,4.96,2.27,4.84,5.11,4.83,188563
MOLECULAR TEMPLATES INC.,0.413,13.95,0.43,0.45,0.405,188435
CERENCE INC.,26.71,10.3,26.49,26.74,25.02,187866
ARS PHARMACEUTICALS INC.,5.88,1.03,5.77,5.92,5.68,187630
H&E EQUIPMENT SERVICES INC.,40.99,2.24,40.01,41.45,39.7,187286
QUOIN PHARMACEUTICALS,0.469,0.86,0.48,0.488,0.461,187023
TACTILE SYSTEMS TECHNOLOGY,18.01,2.33,17.7,18.14,17.22,187019
CASEYS GENERAL STORES INC.,217.92,1.33,214.86,218.42,214.86,186802
WESTPORT FUEL SYSTEMS INC,0.88,2.45,0.85,0.88,0.84,186779
KHOSLA VENTURES ACQUISITION CO.,10.16,0.1,10.15,10.18,10.15,185665
ZYNEX INC.,11.81,12.88,12.09,12.1,11.73,185623
LSI INDUSTRIES INC.,13.1,2.75,12.75,13.36,12.71,185403
AFC GAMMA INC.,11.37,11.04,11.62,11.62,11.1,185231
BLUE FOUNDRY BANCORP,9.59,10.83,9.65,9.72,9.57,185042
I-MAB ADS,3.57,17.27,3.81,3.83,3.54,183806
ORTHOFIX MEDICAL INC.,17.29,10.23,17.22,17.35,16.98,183800
MINERVA SURGICAL INC.,0.22,115.06,0.251,0.251,0.201,183551
LEXICON PHARMACEUTICALS INC.,2.36,10.42,2.35,2.38,2.34,183542
SKYWATER TECHNOLOGY INC.,10.19,1.8,9.85,10.2,9.79,183414
QUALYS INC.,127.15,0.01,125.66,127.4,124.63,182801
PLEXUS CORP.,93.86,0.68,92.75,93.96,92.75,182624
INVIVYD INC.,1.2,14.0,1.22,1.3,1.16,182189
SCHOLAR ROCK HOLDING,8.04,2.42,7.84,8.15,7.6,181432
ENLIVEX THERAPEUTICS,3.05,6.64,3.15,3.19,2.98,181397
KRONOS BIO INC.,1.29,15.15,1.34,1.36,1.28,181140
VIRAX BIOLABS GROUP,0.63,14.69,0.69,0.7,0.63,181127
CENTRAL GARDEN & PET CO.,38.61,0.57,38.23,38.9,37.21,181118
CLEARSIDE BIOMEDICAL INC.,1.24,0.0,1.21,1.25,1.12,180946
RAMACO RESOURCES INC.,8.5,11.16,8.6,8.74,8.48,180840
ULTRA CLEAN HOLDINGS INC.,31.36,3.06,30.06,31.5,30.04,180688
MITEK SYSTEMS INC.,9.25,10.43,9.22,9.26,9.09,180513
NEXTPLAT CORP,2.32,17.17,2.09,2.35,2.0,180001
GAN LTD.,1.29,7.5,1.2,1.32,1.2,179953
ENTERPRISE FINANCIAL SERVICES,44.07,1.5,43.28,44.41,43.28,179949
WESBANCO INC.,30.38,0.63,30.14,30.62,29.88,179842
VAREX IMAGING CORP.,18.01,0.11,17.97,18.08,17.84,179444
SHIFT TECHNOLOGIES INC.,1.19,11.65,1.21,1.26,1.16,179213
EURONET WORLDWIDE INC.,107.31,0.55,106.2,107.42,105.62,179136
AURA BIOSCIENCES INC.,8.63,0.0,8.63,8.84,8.28,179114
AQUABOUNTY TECHNOLOGIES INC.,0.605,7.27,0.577,0.605,0.56,178045
ENTERA BIO,0.896,4.07,0.87,0.93,0.87,177860
PEGASYSTEMS INC.,47.16,11.21,47.13,47.27,46.38,177367
BIOVIE INC.,7.21,13.22,7.36,7.56,7.09,177141
TTEC HOLDINGS INC.,36.93,10.49,36.8,37.16,36.53,177110
LUXURBAN HOTELS INC.,2.98,4.56,2.95,3.1,2.85,176997
PANGAEA LOGISTICS SOLUTIONS,5.76,4.54,5.53,5.82,5.5,176723
BEIGENE LTD. ADS,235.0,11.45,234.14,240.92,233.9,176692
DRAGONFLY ENERGY HLD.,3.25,12.99,3.4,3.49,3.0,175957
PATRIA INVESTMENTS,14.39,10.9,14.41,14.6,14.34,175856
ITEOS THERAPEUTICS INC.,13.4,10.67,13.5,13.61,13.26,175717
PRENETICS GLOBAL,0.9,14.96,0.92,0.947,0.88,175712
JOANN INC.,1.61,10.62,1.64,1.64,1.54,175591
LENDINGTREE INC.,25.23,0.44,24.71,25.36,24.4,175401
AEGLEA BIOTHERAPEUTICS INC.,0.26,0.39,0.256,0.261,0.256,175280
KATAPULT HOLDINGS INC.,0.466,8.37,0.42,0.48,0.42,175257
CLEVER LEAVES HLD.,0.324,13.28,0.34,0.37,0.317,174920
BEAM GLOBAL,12.31,1.15,12.15,12.87,12.12,174775
PERFICIENT INC.,69.34,0.01,68.57,69.54,68.16,174689
MAKEMYTRIP LTD.,24.03,0.71,23.75,24.2,23.66,174553
RYANAIR HOLDINGS PLC ADS,94.0,0.0,94.12,94.78,93.37,174512
VENUS CONCEPT INC.,0.189,110.0,0.22,0.22,0.184,174293
RIMINI STREET INC.,4.11,2.49,4.0,4.13,3.96,173897
PAVMED INC.,0.387,5.74,0.37,0.39,0.37,173726
CITI TRENDS INC.,18.59,5.27,17.66,18.68,17.66,173372
APOLLO MEDICAL HLD.,38.92,1.99,37.98,39.26,37.55,173324
MGP INGREDIENTS INC.,96.77,0.98,95.43,97.14,94.85,173071
PROVIDENT BANCORP INC.,6.61,11.64,6.65,6.73,6.36,173062
JAKKS PACIFIC INC.,19.05,4.21,18.09,19.25,18.09,173047
FARMMI INC.,0.453,13.62,0.47,0.47,0.44,172749
PRECISION BIOSCIENCES INC.,0.765,13.17,0.79,0.79,0.76,171455
COMMERCIAL VEHICLE GROUP INC.,7.1,3.65,6.81,7.15,6.81,171383
SCHOLASTIC CORP.,35.16,0.54,34.75,35.63,34.71,171184
COLLIERS INTERNATIONAL GROUP,98.91,13.53,100.98,100.98,96.58,170899
LUNA INNOVATIONS INC.,6.83,5.24,6.44,6.91,6.42,170120
BIT BROTHER LTD.,0.846,1.93,0.808,0.86,0.805,169972
SLR INVESTMENT,14.6,10.75,14.74,14.79,14.43,169629
ARGENX SE ADS,377.74,12.48,385.4,385.4,376.11,169387
TRICO BANCSHARES,40.55,11.05,40.68,41.31,40.29,169245
VIVID SEATS INC.,8.17,2.0,8.0,8.21,7.93,168631
REMARK HOLDINGS INC.,1.14,12.56,1.18,1.23,1.13,168619
APPLIED THERAPEUTICS INC.,0.779,13.95,0.771,0.788,0.77,168496
PATRICK INDUSTRIES INC.,66.07,2.88,64.15,67.02,64.15,168258
ARB IOT GROUP LTD.,3.88,11.27,3.7,3.99,3.65,167934
QUANTERIX CORP.,12.77,1.11,12.52,12.84,12.38,167815
MIND MEDICINE (MINDMED) INC.,3.0,2.39,2.91,3.01,2.87,166598
SPORTRADAR GROUP AG,11.3,10.62,11.2,11.37,11.07,166296
CREATIVE MEDICAL TECHNOLOGY HLD.,0.488,15.43,0.5,0.515,0.46,166207
STOKE THERAPEUTICS INC.,7.93,10.38,7.92,7.97,7.72,165947
SENSUS HEALTHCARE INC.,5.04,5.0,4.79,5.13,4.79,165553
CLEARSIGN TECHNOLOGIES,1.06,17.78,0.9,1.08,0.9,165440
CELLEBRITE DI,5.55,10.89,5.53,5.59,5.46,165108
APPTECH PAYMENTS,1.86,16.25,1.6,1.88,1.6,165072
ARKO CORP.,8.65,1.53,8.48,8.66,8.48,165055
WILLIAM PENN BANCORP.,10.78,3.36,10.3,10.98,10.26,164790
TREAN INSURANCE GROUP INC.,6.13,0.16,6.13,6.14,6.12,164459
DORCHESTER MINERALS L.P.,29.86,10.6,30.39,30.88,29.59,164414
HEARTLAND EXPRESS INC.,15.5,1.51,15.21,15.51,15.18,163894
BJ S RESTAURANTS INC.,29.04,2.43,28.2,29.4,28.2,163772
VALOR LATITUDE ACQUISITION,10.26,0.2,10.26,10.26,10.25,162988
AQUESTIVE THERAPEUTICS INC.,1.14,12.56,1.17,1.19,1.11,162413
VINTAGE WINE ESTATES INC.,1.1,0.92,1.13,1.13,1.05,162198
HERITAGE FINANCIAL,20.57,11.06,20.77,21.16,20.52,161932
CBAK ENERGY TECHNOLOGY INC.,0.978,7.47,0.92,0.98,0.9,161866
KAIVAL BRANDS INNOVATIONS GROUP,0.6,17.69,0.65,0.65,0.582,161046
AXOGEN INC.,10.03,1.72,9.84,10.13,9.75,160989
CARDIOL THERAPEUTICS INC.,0.513,9.15,0.47,0.513,0.47,160813
VIEMED HEALTHCARE INC.,10.37,2.98,10.05,10.54,9.97,160275
DARIOHEALTH CORP.,3.89,2.64,3.84,3.94,3.73,160042
MESA AIR GROUP INC.,2.36,3.96,2.25,2.41,2.25,159752
CONSTRUCTION PARTNERS INC.,25.22,1.16,24.65,25.33,24.65,158966
ISUN INC.,0.83,0.0,0.8,0.904,0.751,158372
INNODATA INC.,8.0,4.85,7.51,8.15,7.5,158359
TENAYA THERAPEUTICS INC.,2.82,6.02,2.69,2.83,2.58,158111
INSPIRATO INC.,0.83,11.19,0.84,0.86,0.83,158022
CARLYLE SECURED LENDING,13.23,10.75,13.34,13.36,13.07,157952
AKARI THERAPEUTICS PLC ADS,0.19,19.52,0.21,0.22,0.17,157248
GALMED PHARMACEUTICALS,0.34,0.0,0.37,0.37,0.33,157193
QUINSTREET INC.,15.01,0.4,14.85,15.17,14.85,156868
SELECTIVE INSURANCE GROUP INC.,96.77,0.75,95.58,96.92,95.58,156670
INNOSPEC INC.,105.67,3.47,102.06,106.0,101.27,156495
POTBELLY CORP.,8.4,4.74,8.05,8.44,7.99,156208
HUMACYTE INC.,3.33,3.42,3.24,3.37,3.2,156154
ATLAS TECHNICAL CONSULTANTS,12.2,0.25,12.2,12.2,12.17,155629
GIBRALTAR INDUSTRIES INC.,47.29,1.85,46.52,47.81,46.32,155561
BLUE BIRD CORP.,19.76,3.95,19.02,19.77,19.02,155183
REYNOLDS CONSUMER PRODUCTS,27.49,10.47,27.59,27.59,27.3,155093
NV5 GLOBAL INC.,97.68,2.44,95.25,99.03,95.25,154740
MYR GROUP INC.,123.88,0.96,121.6,124.25,120.85,154735
SINTX TECHNOLOGIES INC.,1.62,2.53,1.6,1.63,1.55,154698
VOYAGER THERAPEUTICS INC.,8.03,0.5,7.93,8.22,7.84,154006
SHOTSPOTTER INC. (SOUNDTHINKING INC.),27.12,4.51,26.51,27.32,25.55,153750
CULLINAN ONCOLOGY INC.,10.27,2.19,10.09,10.27,9.95,153666
MONARCH CASINO & RESORT INC.,75.0,1.64,73.44,75.11,73.44,153529
ADDEX THERAPEUTICS LTD ADS,0.762,4.38,0.7,0.762,0.653,152679
DIGIHOST TECHNOLOGY INC.,1.63,3.82,1.55,1.64,1.47,152528
APOLLOMICS INC.,8.14,133.22,11.57,12.16,7.69,152383
QUIPT HOME MEDICAL,6.84,3.79,6.55,6.92,6.5,151775
LUOKUNG TECHNOLOGY CORP,1.8,17.22,1.92,1.92,1.75,151603
METEN HOLDING GROUP,0.207,10.96,0.203,0.21,0.2,151275
CURIOSITYSTREAM INC.,1.15,11.71,1.17,1.17,1.13,151167
SOBR SAFE INC.,1.99,1.02,1.95,1.99,1.89,151106
CRITEO S.A. ADS,31.56,0.86,31.27,31.75,31.24,151094
OLD SECOND BANCORP INC.,13.2,10.45,13.2,13.55,13.14,150828
FIRST CITIZENS BANCSHARES INC.,993.73,10.51,992.99,1005.73,986.53,150544
IPG PHOTONICS CORP.,117.02,1.35,114.85,117.13,114.85,150541
AMERICAN WOODMARK,49.7,0.57,49.2,50.0,49.09,150460
LEAFLY HOLDINGS INC.,0.382,16.37,0.41,0.41,0.372,150141
5E ADVANCED MATERIALS INC.,4.77,3.47,4.57,4.8,4.45,150103
